"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"18942";2218;"";"";"Matejki Jana Aleja  1A ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2014-08-29";"28044/14";"4433/14";"2014-09-16";2014;8;"2014-08-01";13;17,0495507;51,1172337
"18943";2219;"";"";"Kowieñska  19 ";"bud.mieszkalne jednorodzinne";"wykonanie robót budowlanych-powiêkszenie otworu okiennego w budynku mieszkalnym jednorodzinnym";"przebudowa";"2014-08-01";"24841/14";"4436/14";"2014-09-16";2014;8;"2014-08-01";33;17,1328252;51,1409726
"18944";2220;"";"";"Czapliñskiego  W³adys³awa  40 ";"bud.mieszkalne jednorodzinne";"budowa jednorodzinnego budynku mieszkalnego wolno stoj¹cego";"nowe";"2014-08-18";"26733/14";"4437/14";"2014-09-16";2014;8;"2014-08-01";22;16,8722456;51,1636156
"18945";2221;"";"";"W³oœciañska  66 ";"bud.mieszkalne jednorodzinne";"odmowa";" ÿÿ";"2014-06-18";"19577/14";"4439/14";"2014-09-16";2014;6;"2014-06-01";65;17,151856;51,104555
"18946";2222;"";"";"Kamienna  43-59 ";"bud.biurowe";"przebudowa pomieszczen biurowych";"przebudowa";"2014-08-28";"27881/14";"4442/14";"2014-09-16";2014;8;"2014-08-01";14;17,02524;51,0893219
"18947";2223;"";"";"Jaworowa Aleja 40A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2014-08-22";"27295/14";"4443/14";"2014-09-16";2014;8;"2014-08-01";18;17,0206269;51,0819909
"18948";2224;"";"";"Jemio³owa  66 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie œcian i stropodachu budynku mieszkalnego wielorodzinnego";"remont";"2014-07-29";"24463/14";"4444/14";"2014-09-16";2014;7;"2014-07-01";36;17,007628;51,094311
"18949";2225;"";"";"Wa³owa 14A ";"bud.o dwóch mieszkaniach";"odmowa";"nowe";"2014-06-26";"20461/14";"4445/14";"2014-09-16";2014;6;"2014-06-01";59;17,1615319;51,096626
"18950";2226;"";"";"Worcella Stanis³awa  10 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie i kolorystyka elewacji tylnej budynku mieszkalnego";"remont";"2014-08-29";"28025/14";"4447/14";"2014-09-17";2014;8;"2014-08-01";14;17,0438797;51,1045557
"18951";2227;"";"";"Sarnia 19D ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-08-11";"26016/14";"4448/14";"2014-09-17";2014;8;"2014-08-01";28;17,052581;51,047467
"18952";2228;"";"";"Karmelkowa  34 ";"bud.handlowo-uslugowe";"nadbudowa tarasu i przebudowa budynku handlowo-us³ugowego wraz ze zm. sposobu u¿ytkowania na bud.biurowy z wzorcowni¹ tkanin";"rozbudowa";"2014-07-09";"22008/14";"4449/14";"2014-09-17";2014;7;"2014-07-01";51;16,964092;51,0734209
"18953";2229;"";"";"Osiniecka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-08-04";"25032/14";"4452/14";"2014-09-17";2014;8;"2014-08-01";33;16,8973346;51,1212832
"18954";2230;"";"";"Sienkiewicza Henryka 109";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-08";"25821/14";"4454/14";"2014-09-17";2014;8;"2014-08-01";29;17,0637871;51,1153792
"18955";2231;"";"";"Hlonda Augusta Kardyna³a 8 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2014-08-05";"25287/14";"4456/14";"2014-09-17";2014;8;"2014-08-01";32;17,0496679;51,1149048
"18956";2232;"";"";"Hallera Józefa Gen. Aleja  52 ";"bud.handlowo-uslugowe";"przebudowa czêœci sklepów w galerii handlowej ""borek""";"przebudowa";"2014-08-14";"26619/14";"4457/14";"2014-09-17";2014;8;"2014-08-01";25;16,9990936;51,0883421
"18957";2233;"";"";"Koœciuszki Tadeusza  11";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-07-30";"24625/14";"4462/14";"2014-09-17";2014;7;"2014-07-01";36;17,0274373;51,1032031
"18958";2234;"";"";"Liskego Ksawerego  14 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-02";"28387/14";"4463/14";"2014-09-17";2014;9;"2014-09-01";12;17,0689129;51,1164695
"18959";2235;"";"";"Kazimierza Jagielloñczyka 4 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-27";"27754/14";"4464/14";"2014-09-17";2014;8;"2014-08-01";16;17,032757;51,1212699
"18960";2236;"";"";"Kie³baœnicza 29";"bud.o trzech i wiêcej mieszkaniach";"przebudowa 2 mieszkañ na jedno";"przebudowa";"2014-07-25";"24057/14";"4465/14";"2014-09-17";2014;7;"2014-07-01";39;17,029184;51,1106459
"18961";2237;"";"";"Krotoszyñska  63 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z gara¿em";"nowe";"2014-07-01";"20935/14";"4466/14";"2014-09-17";2014;7;"2014-07-01";57;16,9984589;51,1430364
"18962";2238;"";"";"Tarnogórska 1 ";"obiek.budowl.wpisane do rej.zabytków,archeol.dobra";"przebudowa wjazdu i monta¿ bramy w przedsionku warsztatu w budynku";"przebudowa";"2014-08-29";"28099/14";"4467/14";"2014-09-17";2014;8;"2014-08-01";14;17,08561;51,075176
"18963";2239;"";"";"Sienna  ";"ruroci¹gi kanalizac.sieci rozdzielczej";"budowa sieci kanalizacji deszczowej";"nowe";"2014-07-31";"24819/14";"4468/14";"2014-09-17";2014;7;"2014-07-01";35;17,1255065;51,1367338
"18964";2240;"";"";"Bia³ostocka  45 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-07-28";"24340/14";"4469/14";"2014-09-17";2014;7;"2014-07-01";38;16,9245211;51,1638075
"18965";2241;"";"";"Suskiego Mariana 5 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-08-04";"25016/14";"4470/14";"2014-09-17";2014;8;"2014-08-01";33;17,0385376;51,1078852
"18966";2242;"";"";"Mokrzañska  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci wodociagowej i kanalizacji sanitarnej";"nowe";"2014-07-30";"24562/14";"4471/14";"2014-09-17";2014;7;"2014-07-01";36;16,8555578;51,1513424
"18967";2243;"";"";"Strachowskiego Bart³omieja  ";"bud.o trzech i wiêcej mieszkaniach";"budowa przy³¹cza gazu nc";"przy³¹cze";"2014-07-25";"24067/14";"4472/14";"2014-09-17";2014;7;"2014-07-01";39;17,0203342;51,0575862
"18968";2244;"";"";"¯ywiecka 18B ";"bud.mieszkalne jednorodzinne";"budowa przy³¹cza gazu nc";"przy³¹cze";"2014-08-01";"24881/14";"4473/14";"2014-09-17";2014;8;"2014-08-01";34;16,8898824;51,1328114
"18969";2245;"";"";"Kurkowa  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa sieci ciep³owniczej wraz z przebudow¹ odcinka przy³¹cza cieplowniczego do budynku";"nowe";"2014-07-18";"23203/14";"4475/14";"2014-09-17";2014;7;"2014-07-01";44;17,0277657;51,1207417
"18970";2246;"";"";"Motylkowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego z wbudowanym gara¿em";"nowe";"2014-08-26";"27590/14";"4478/14";"2014-09-17";2014;8;"2014-08-01";17;17,0242835;51,0615798
"18971";2247;"";"";"Karmelkowa  89";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-08-26";"27535/14";"4479/14";"2014-09-17";2014;8;"2014-08-01";17;16,9761;51,064487
"18972";2248;"";"";"Sikorskiego W³adys³awa Gen. 9  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-25";"27486/14";"4480/14";"2014-09-17";2014;8;"2014-08-01";18;17,020792;51,1140063
"18973";2249;"";"";"Wyk³adowa 17C ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-07-01";"20909/14";"4481/14";"2014-09-17";2014;7;"2014-07-01";57;17,152886;51,100077
"18974";2250;"";"";"Stein Edyty B³ogos³awionej 6  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-18";"26688/14";"4483/14";"2014-09-17";2014;8;"2014-08-01";23;17,0497834;51,1217103
"18975";2251;"";"";"Zaporoska  24-26 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji szczytowych budynku mieszkalnego wielorodzinnego";"remont";"2014-09-04";"28791/14";"4489/14";"2014-09-18";2014;9;"2014-09-01";11;17,015397;51,0980769
"18976";2252;"";"";"Wybickiego Józefa Gen.  3A ";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej";"rozbudowa";"2014-03-24";"9241/14";"4491/14";"2014-09-18";2014;3;"2014-03-01";129;17,0536586;51,1387858
"18977";2253;"";"";"Tuwima Juliana  18 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"przebudowa";"2014-06-25";"20264/14";"4492/14";"2014-09-18";2014;6;"2014-06-01";62;17,002887;51,0741095
"18978";2254;"";"";"Szybka 1D";"bud.o trzech i wiêcej mieszkaniach";"przebudowa 3 lokali us³ugowych";"przebudowa";"2014-08-01";"25009/14";"4493/14";"2014-09-18";2014;8;"2014-08-01";35;17,054489;51,1015
"18979";2255;"";"";"£êczycka  11-13 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-20";"27022/14";"4495/14";"2014-09-18";2014;8;"2014-08-01";22;17,0121343;51,120005
"18980";2256;"";"";"Skwierzyñska  17-19 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji szczytowych budynku mieszkalnego wielorodzinnego";"remont";"2014-09-04";"28790/14";"4496/14";"2014-09-18";2014;9;"2014-09-01";11;17,0149904;51,0991962
"18981";2257;"";"";"Skwierzyñska  22-24 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacj9i szczytowych budynku mieszkalnego wielorodzinnego";"remont";"2014-09-04";"28792/14";"4498/14";"2014-09-18";2014;9;"2014-09-01";11;17,0158749;51,0986339
"18982";2258;"";"";"Pawia 40E ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa dwóch lokali mieszkalnych";"przebudowa";"2014-08-27";"27860/14";"4499/14";"2014-09-18";2014;8;"2014-08-01";17;17,039236;51,064034
"18983";2259;"";"";"¯egiestowska 1 ";"ruroci¹gi gazu sieci rozdzielczej";"odmowa";"urz¹dzenie";"2014-08-27";"27800/14";"4500/14";"2014-09-18";2014;8;"2014-08-01";17;17,035937;51,082862
"18984";2260;"";"";"Stefczyka Franciszka  61 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2014-09-08";"29080/14";"4507/14";"2014-09-18";2014;9;"2014-09-01";9;17,106044;51,104614
"18985";2261;"";"";"  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2014-06-06";"18290/14";"4511/14";"2014-09-19";2014;6;"2014-06-01";76;17,0385376;51,1078852
"18986";2262;"";"";"M³odych Techników 7 ";"bud.handlowo-uslugowe";"umorzenie";"przebudowa";"2014-08-29";"28064/14";"4515/14";"2014-09-19";2014;8;"2014-08-01";16;17,012387;51,1138089
"18987";2263;"";"";"Cybulskiego Wojciecha  38 ";"bud.szkó³ i instytucji badawczych";"instalacja wentylacji mechanicznej z opcj¹ ch³odzenia w pracowni komputerowej i maszynowni budynku uniwersytetu wroclawskiego";"inst.wewnêtrzna";"2014-09-17";"30221/14";"4517/14";"2014-09-19";2014;9;"2014-09-01";3;17,0285549;51,1166094
"18988";2264;"";"";"Macedoñska  35 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa schodów wejœciowych do budynku mieszkalnego wielorodzinnego";"przebudowa";"2014-08-14";"26479/14";"4518/14";"2014-09-19";2014;8;"2014-08-01";27;17,030259;51,135672
"18989";2265;"";"";"Pomorska  57  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"inst.wewnêtrzna";"2014-09-01";"28191/14";"4519/14";"2014-09-19";2014;9;"2014-09-01";15;17,0311805;51,1213571
"18990";2266;"";"";"Boles³awa Chrobrego  11 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej wraz z dociepleniem elewacji podwórzowej  i szczytowej oraz remont wykusza bud.mieszkalnego wielorodzinnego";"remont";"2014-08-22";"27252/14";"4520/14";"2014-09-19";2014;8;"2014-08-01";21;17,0352338;51,1216201
"18991";2267;"";"";"Starogajowa 8 ";"bud.mieszkalne jednorodzinne";"montaz wewnêtrznej instalacji gazu i wewnetrznej instalacji centralnego ogrzewania";"inst.wewnêtrzna";"2014-08-11";"25960/14";"4522/14";"2014-09-19";2014;8;"2014-08-01";30;16,898374;51,1438799
"18992";2268;"";"";"Jemio³owa  64 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie budynku wielordzinnego";"remont";"2014-07-17";"23126/14";"4523/14";"2014-09-19";2014;7;"2014-07-01";47;17,0076709;51,094434
"18993";2269;"";"";"Powstañców Œl¹skich 192A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pó³piêtra klatki schodowej pomiêdzy 2 i 3 piêtrem w budynku wielorodzinnym";"przebudowa";"2014-08-14";"26460/14";"4524/14";"2014-09-19";2014;8;"2014-08-01";27;17,009413;51,08023
"18994";2270;"";"";"Na Polance  8B  ";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa instalacji wewnetrznej gazu";"inst.wewnêtrzna";"2014-07-31";"24772/14";"4525/14";"2014-09-19";2014;7;"2014-07-01";37;17,033525;51,1335209
"18995";2271;"";"";"Kie³czowska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa przy³¹cza kablowego";"przy³¹cze";"2014-08-07";"25656/14";"4526/14";"2014-09-19";2014;8;"2014-08-01";32;17,1330003;51,1459174
"18996";2272;"";"";"Grabiszyñska  67 ";"bud.o trzech i wiêcej mieszkaniach";"docieplenie sciany szczytowej w wielorodzinnym budynku mieszkalnym";"remont";"2014-07-18";"23267/14";"4527/14";"2014-09-19";2014;7;"2014-07-01";46;17,0136554;51,10265
"18997";2273;"";"";"Na Polance  8B  ";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa wewnetrznej instalacji gazu";"inst.wewnêtrzna";"2014-07-31";"24773/14";"4529/14";"2014-09-19";2014;7;"2014-07-01";37;17,033525;51,1335209
"18998";2274;"";"";"Antoniego Œw.  36/42 ";"";"umorzenie";"przebudowa";"2014-09-10";"29378/14";"4532/14";"2014-09-19";2014;9;"2014-09-01";8;17,0232719;51,1096488
"18999";2275;"";"";"W³adys³awa £okietka 8 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2014-08-07";"25720/14";"4533/14";"2014-09-19";2014;8;"2014-08-01";32;17,0349876;51,118328
"19000";2276;"";"";"Pr¹dzyñskiego Ignacego Gen.  11 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-04";"25058/14";"4534/14";"2014-09-19";2014;8;"2014-08-01";35;17,0511923;51,1011168
"19001";2277;"";"";"Grudzi¹dzka 100  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-08-21";"27115/14";"4535/14";"2014-09-19";2014;8;"2014-08-01";22;17,0746333;51,1372064
"19002";2278;"";"";"Pedagogiczna  11 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2014-07-01";"20971/14";"4539/14";"2014-09-19";2014;7;"2014-07-01";59;17,1262249;51,159972
"19003";2279;"";"";"Poniatowskiego Józefa Ksiêcia  21 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-19";"26782/14";"4540/14";"2014-09-19";2014;8;"2014-08-01";24;17,0435177;51,1211269
"19004";2280;"";"";"Nowowiejska  70 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"wewnetrzna instalacja gazu";"nowe";"2014-08-06";"25388/14";"4541/14";"2014-09-19";2014;8;"2014-08-01";33;17,053601;51,121787
"19005";2281;"";"";"Boles³awa Krzywoustego 324 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacji gazu z piecem";"inst.wewnêtrzna";"2014-07-07";"21665/14";"4542/14";"2014-09-19";2014;7;"2014-07-01";55;17,113671;51,146977
"19006";2282;"";"";"Kleciñska 5 ";"bud.biurowe";"monta¿ wewnêtrznej instalacji gazu wraz z monta¿em kotla gazowego";"inst.wewnêtrzna";"2014-08-20";"26974/14";"4543/14";"2014-09-19";2014;8;"2014-08-01";23;16,9766379;51,0964144
"19007";2283;"";"";"Meliorancka  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej niskiego napiêcia,rozbiórka linii napowietrznej niskiego napiêcia";"nowe";"2014-08-08";"25875/14";"4544/14";"2014-09-19";2014;8;"2014-08-01";31;17,0107884;51,1682097
"19008";2284;"";"";"Dró¿nicza  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u budynków mieszkalnych jednorodzinnyvch w zabudowie szeregowej";"nowe";"2014-08-12";"26083/14";"4545/14";"2014-09-19";2014;8;"2014-08-01";29;17,0615234;51,0591232
"19009";2285;"";"";"Hirszfelda Ludwika Plac 5 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji z dociepleniem œcian budynku mieszkalnego wielorodzinnego";"remont";"2014-09-05";"28887/14";"4550/14";"2014-09-19";2014;9;"2014-09-01";11;17,0144515;51,0953424
"19010";2286;"";"";"Wojrowicka 16A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-09-03";"28578/14";"4551/14";"2014-09-19";2014;9;"2014-09-01";13;16,9598239;51,113783
"19011";2287;"";"";"Irysowa 1-3 ";"bud.hoteli";"rozbudowa hotelu";"rozbudowa";"2014-07-24";"23912/14";"4553/14";"2014-09-19";2014;7;"2014-07-01";42;17,0274299;51,1573226
"19012";2288;"";"";"Traugutta Romualda Gen.  97 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-07-25";"24069/14";"4555/14";"2014-09-19";2014;7;"2014-07-01";41;17,0525918;51,1010933
"19013";2289;"";"";"Grunwaldzki Plac  3A ";"bud.kultu religijnego i czynnoœci religijnych";"umorzenie";"rozbudowa";"2014-07-23";"23725/14";"4560/14";"2014-09-22";2014;7;"2014-07-01";44;17,05614;51,109465
"19014";2290;"";"";"Sarbinowska  25 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2014-08-14";"26561/14";"4561/14";"2014-09-22";2014;8;"2014-08-01";28;16,945874;51,1273974
"19015";2291;"";"";"Po³udniowa 5  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-04";"28752/14";"4562/14";"2014-09-22";2014;9;"2014-09-01";13;16,992646;51,0744369
"19016";2292;"";"";"Weso³a 13B  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazowej i c.o.w lokalu mieszkalnym.";"inst.wewnêtrzna";"2014-08-01";"24922/14";"4563/14";"2014-09-22";2014;8;"2014-08-01";37;17,0354;51,090471
"19017";2293;"";"";"Hutnicza  62 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2014-08-05";"25291/14";"4564/14";"2014-09-22";2014;8;"2014-08-01";35;16,960665;51,137726
"19018";2294;"";"";"Jarociñska  53 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2014-07-16";"23029/14";"4566/14";"2014-09-22";2014;7;"2014-07-01";49;16,9971624;51,1433206
"19019";2295;"";"";"Kraszewskiego Józefa Ignacego  20 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-07-08";"21743/14";"4567/14";"2014-09-22";2014;7;"2014-07-01";55;17,0331397;51,1283583
"19020";2296;"";"";"Murarska  19 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2014-08-11";"25972/14";"4568/14";"2014-09-22";2014;8;"2014-08-01";31;16,9561625;51,1357667
"19021";2297;"";"";"Macieja Œw.Plac  5A ";"bud.biurowe";"przebudowa budynku biurowego";"przebudowa";"2014-09-16";"30173/14";"4569/14";"2014-09-22";2014;9;"2014-09-01";5;17,0373942;51,1197184
"19022";2298;"";"";"Maja 9  86  ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2014-07-07";"21544/14";"4570/14";"2014-09-22";2014;7;"2014-07-01";56;17,0914319;51,1068689
"19023";2299;"";"";"Zabrodzka  ";"ulice i drogi pozosta³e";"budowa ci¹gu pieszo-rowerowego wraz z oœwietleniem";"nowe";"2014-08-08";"25842/14";"4572/14";"2014-09-22";2014;8;"2014-08-01";32;16,9665535;51,0616011
"19024";2300;"";"";"Damrota Konstantego Ks. 20A ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2014-09-01";"28172/14";"4573/14";"2014-09-22";2014;9;"2014-09-01";16;17,0540874;51,12655
"19025";2301;"";"";"Promenada  33  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-26";"27548/14";"4577/14";"2014-09-22";2014;8;"2014-08-01";20;16,875511;51,139257
"19026";2302;"";"";"Dobrzañska  27 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-09-01";"28185/14";"4579/14";"2014-09-22";2014;9;"2014-09-01";16;16,981051;51,1365995
"19027";2303;"";"";"Awicenny Ibn Siny  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2013-10-18";"33375/13";"4582/14";"2014-09-22";2013;10;"2013-10-01";242;16,9527389;51,0876197
"19028";2304;"";"";"Dêbickiego Zdzis³awa  11 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-27";"27718/14";"4583/14";"2014-09-22";2014;8;"2014-08-01";19;17,0332266;51,1263601
"19029";2305;"";"";"Rac³awicka  62 ";"bud.kultury fizycznej";"budowa zadaszenia istnij¹cych kortów tenisowych oraz obiektu zaplecza dla obs³ugi kortów";"rozbudowa";"2014-09-11";"29482/14";"4584/14";"2014-09-22";2014;9;"2014-09-01";8;17,0006269;51,0814279
"19030";2306;"";"";"Powstañców Warszawy Plac 1 ";"bud.biurowe";"remont elewacji oraz wykonanie izolacji pionowej i poziomej œcian piwnic w budynku";"remont";"2014-07-03";"21204/14";"4585/14";"2014-09-22";2014;7;"2014-07-01";58;17,049633;51,109974
"19031";2307;"";"";"Jesionowa  ";"linie elektroener.i telekom.rozdzielcz.";"oswietlenie uliczne";"nowe";"2014-07-29";"24527/14";"4587/14";"2014-09-22";2014;7;"2014-07-01";40;17,0504479;51,086689
"19032";2308;"";"";"Hallera Józefa Gen. Aleja 119 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2014-09-09";"29319/14";"4588/14";"2014-09-22";2014;9;"2014-09-01";10;16,9914786;51,0909778
"19033";2309;"";"";"Stab³owicka 121  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2014-08-25";"27529/14";"4590/14";"2014-09-23";2014;8;"2014-08-01";22;16,8989759;51,1666059
"19034";2310;"";"";"PrzyjaŸni  40 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa strefy wjazdu do gara¿u";"przebudowa";"2014-09-03";"28596/14";"4591/14";"2014-09-23";2014;9;"2014-09-01";15;16,992757;51,066244
